train_loss,test_loss,test_acc
0.5474515883215557,0.2502720012612396,0.923
0.33508154063072576,0.23590322650079273,0.921
0.2888694303481306,0.22129876724366743,0.935
0.25535286540545765,0.216867028123592,0.943
0.23481908571802718,0.21379298294842997,0.936
0.23054245562254105,0.2400008899207998,0.928
0.2226798713786625,0.2354142941027825,0.941
0.22173222222537392,0.25171265598844295,0.939
0.22448938592228215,0.206493086793872,0.945
0.19437971527041664,0.19410549298262342,0.939
0.20761427401286728,0.20535745054822566,0.946
0.20450817195271628,0.1714266931028034,0.947
0.1823735472925391,0.24434051127796214,0.94
0.16609381280198288,0.25903477336884767,0.947
0.18604783792033996,0.2597841040588033,0.939
0.1667955980561991,0.24167839368643954,0.949
0.23792412215008815,0.31862573911749986,0.948
0.1822168962768916,0.2303371112956886,0.951
0.17760036004505197,0.3021057445185416,0.945
0.21023058809081774,0.31996613274888125,0.944
0.20519297339968195,0.26030523452869103,0.948
0.17787456392462833,0.31912164192757736,0.941
0.17731052345174161,0.36663373654806747,0.948
0.16722918893427477,0.2714459352786483,0.949
0.1497728994138007,0.2780981151160249,0.954
0.15650679138346893,0.33951972764681454,0.944
0.1613126873257442,0.25439473407105134,0.949
0.139072862552665,0.2771992995687841,0.953
0.1313534699737139,0.36734291002714575,0.944
0.15527523300792437,0.2890251988984532,0.947
0.1273337320083487,0.284245268575506,0.947
0.1587523114218888,0.36767706217864504,0.951
0.17331673680806475,0.400234885944064,0.95
0.16346331665441577,0.31361179931220484,0.959
0.14889465586163325,0.3101367792505594,0.943
0.16021050955916352,0.32402213395876195,0.949
0.11672888294681481,0.3719595199646249,0.952
0.14031025459621035,0.35138040522258884,0.947
0.1266773482044872,0.2778306643196896,0.957
0.14170796088307025,0.3455140910895584,0.954
