train_loss,test_loss,test_acc
0.47013383214650234,0.21463216020216988,0.936
0.22379919717218671,0.22385125794798974,0.938
0.19556768530485427,0.22546281827136352,0.942
0.176218710364158,0.20847914550887736,0.941
0.17703772352090877,0.1803806089789447,0.945
0.12699074429291743,0.2130912112354286,0.949
0.14881739570945307,0.21746846390913568,0.945
0.1424018406093288,0.21893563097583058,0.951
0.12762569205079002,0.22557490642907102,0.951
0.13623194834671584,0.2662308175303728,0.954
0.13570667433330227,0.3095791237555467,0.943
0.12193869702217279,0.25696113906201484,0.951
0.13218356218386051,0.34471253075121866,0.943
0.1350400228720473,0.34527835497065307,0.948
0.10804768023533999,0.3138691316196255,0.947
0.1357675210563137,0.3578615300188668,0.942
0.10896532579537871,0.37645309133015986,0.947
0.1296203602752453,0.3524148128356148,0.952
0.1296710947980649,0.26538967197483,0.946
0.11055142655822824,0.40000224180579413,0.954
0.11859553840354732,0.41544761060258656,0.951
0.10076220511591659,0.3276075402466789,0.947
0.07494036854059341,0.38458106491890315,0.958
0.12729350941996836,0.38623219902527506,0.956
0.12432068655317985,0.38995112559439876,0.956
0.11676967462615107,0.5123743865069654,0.95
0.13002897497367513,0.5049442869383017,0.948
0.08473902187693955,0.408647588419158,0.95
0.052929109194292875,0.5044566346228434,0.944
0.09936868074271814,0.42002296916897924,0.95
0.10684474003208688,0.4338167461291624,0.953
0.0827442222103717,0.49991964220396184,0.955
0.10513056781671326,0.4825082245247426,0.952
0.07483693928878361,0.5338072291683625,0.961
0.09283344446773091,0.6329431444717406,0.952
0.05714769274074125,0.5088102483829761,0.957
0.07592130966602013,0.582704300009596,0.956
0.1460534481743996,0.7519137208200356,0.946
0.10360925714099503,0.6366030488833461,0.954
0.10863841259302966,0.5835516902669206,0.948
