train_loss,test_loss,test_acc
1.9167184701694895,1.441590371005617,0.723
1.1703262448593414,0.8371614505634617,0.827
0.7963722379983756,0.6000235748675546,0.862
0.6255687481125524,0.49339658235891076,0.878
0.5413125405735187,0.4391946009704106,0.884
0.48705699982477435,0.40376672741421576,0.892
0.4481673897026941,0.3782509850480639,0.895
0.42174806424849315,0.3636324527235338,0.894
0.3966971959908632,0.34960343995725346,0.898
0.3797710313917113,0.3362504304671306,0.901
0.3636353177822557,0.3250285779092794,0.901
0.35244134789310666,0.31676060910731313,0.904
0.33760508602425077,0.31647837827906977,0.908
0.3239175112873847,0.3049505910780201,0.911
0.3105441152872185,0.29766391992764263,0.912
0.3075245500847904,0.29799580133573506,0.912
0.29716133399978756,0.2872349821529903,0.913
0.2911236087475775,0.27975813018037815,0.912
0.28167184349281815,0.2745822336377375,0.919
0.27521105356996794,0.26961242112880146,0.924
0.26369743009944885,0.2667116080158118,0.92
0.2631879629375611,0.2620555823412555,0.924
0.2487071365739654,0.2596939354104341,0.925
0.24558279471365743,0.25620593921754065,0.927
0.2440767207586439,0.2522769307727416,0.928
0.2392531256767619,0.24847279127369704,0.928
0.23135714061453322,0.24866701268528418,0.925
0.22708342306097193,0.24202463278928724,0.928
0.226427416156825,0.2404999066728193,0.929
0.21777113675809853,0.23836487708888118,0.927
0.2177263065209241,0.23261527383106304,0.932
0.21074855725159822,0.23532615431729653,0.93
0.2094733169519744,0.22961251310094127,0.929
0.20520321319327162,0.22682915460674563,0.931
0.19845160354548622,0.2249673027048473,0.931
0.1936298817915941,0.22330826054616648,0.934
0.189990624951941,0.22106294917911862,0.931
0.1899106493192279,0.22132872096023673,0.932
0.18445637110210597,0.21716724704511975,0.934
0.183314141251735,0.21220614228953313,0.936
