train_loss,test_loss,test_acc
0.47534689837666916,0.20906511847060652,0.928
0.2312688945710329,0.20842143295594542,0.937
0.18494687586309166,0.2232138530529263,0.932
0.15720736338666716,0.17215779134548356,0.952
0.16835789275399762,0.17960509110067133,0.935
0.1738164916108888,0.2256996103831472,0.944
0.13937050050626518,0.1924352472409118,0.935
0.136442363320361,0.21423966713587528,0.955
0.11538011661732431,0.249297876522811,0.947
0.16174932826458466,0.16538137897703398,0.949
0.1163889468686959,0.17882547204350335,0.958
0.09366074631000831,0.24474161289427102,0.949
0.13605234373063518,0.2686202596767107,0.945
0.13988647208219146,0.20037927448027823,0.951
0.10846318390911865,0.24616525766024852,0.949
0.07397861958258962,0.2194423528258449,0.961
0.08850446066010556,0.24620149934899202,0.948
0.10870049506094338,0.22544242231198042,0.95
0.1356063038132063,0.2742988256098007,0.944
0.10355808685330173,0.3490371983699365,0.937
0.11433106667893003,0.22162228478748963,0.959
0.10316865904348192,0.27520138150054196,0.952
0.10372096702856233,0.3876711684945072,0.943
0.07381152665561655,0.27243365726716184,0.949
0.08316090834957438,0.27961504239225876,0.957
0.08737211240048857,0.2826739352845917,0.96
0.08387854589195701,0.20420057053777832,0.957
0.10268041254111257,0.24310593326279706,0.952
0.08288517100956448,0.3729873135476197,0.953
0.08810794640414327,0.2774588067858898,0.956
0.09275822525356377,0.3283274870220028,0.953
0.17220149196680704,0.2617789632213112,0.954
0.10505904418684832,0.2794821510429221,0.949
0.06945353992285913,0.35265612686474584,0.953
0.063323526792127,0.37951542260723004,0.965
0.13075729006907433,0.3621125469497268,0.95
0.08896188758294783,0.39749283477718594,0.963
0.10029375711236242,0.35900880224525294,0.946
0.09826583670429653,0.42931954074899387,0.949
0.07337124483194464,0.5267226876664232,0.947
