train_loss,test_loss,test_acc
0.5732584065730181,0.2421205443136013,0.929
0.33026007201140944,0.22320074016410232,0.931
0.2931872793421989,0.21694553584230059,0.934
0.24663851947236676,0.1643593264220166,0.95
0.2654929433593548,0.21026859784075308,0.95
0.22230919760192222,0.19813948994891428,0.941
0.20778003965575848,0.21350587567130036,0.938
0.2033447723347471,0.19818479092674068,0.944
0.2298097712200536,0.20466521124152895,0.952
0.1906161458670033,0.20669526784048747,0.94
0.1855755737304754,0.2209310055418293,0.948
0.19191247192779012,0.2851568857300783,0.933
0.21988527921266582,0.30119284900200066,0.943
0.19826221414280884,0.27092611372384473,0.953
0.19101313134342565,0.22540825910562923,0.956
0.1810550196346661,0.2638680886034113,0.948
0.175952193542261,0.2533812198645713,0.953
0.17416789854856063,0.2634483367116878,0.944
0.17683636366170974,0.24471182448123954,0.947
0.18082968365347815,0.2511205711476531,0.951
0.14530658301194052,0.3060811733437462,0.949
0.1555882709982286,0.22712450656902675,0.948
0.1515409695678436,0.24176883568675772,0.951
0.1503870703755399,0.24711484286724067,0.952
0.1549900121924366,0.2744635445939717,0.949
0.1645677790274717,0.3597871441902935,0.939
0.17418016181705293,0.3297372308791724,0.941
0.18973793301500985,0.3072659845052003,0.949
0.15726151110568504,0.30104369047781576,0.94
0.18065162552507683,0.22292433872573394,0.96
0.16556167839738317,0.3617156513857496,0.947
0.20017165160994532,0.2701338021957893,0.948
0.14696770284378827,0.2883431843485907,0.945
0.15411219235031265,0.24994145812199026,0.955
0.15353275281135692,0.2629146357608074,0.948
0.13897000796775444,0.36961300934807584,0.948
0.1835721392760805,0.27219712584405875,0.949
0.15230301899831408,0.28546168080135703,0.956
0.15460199179845208,0.25314658417298014,0.953
0.124574134466581,0.31245483771170784,0.952
