train_loss,test_loss,test_acc
1.9807547361126843,1.9826024226436567,0.266
1.9090759163887157,1.9772248129992434,0.267
1.8897275770755952,1.9642436561638967,0.267
1.8913042408331135,2.0470192419907116,0.254
1.8861890256502416,1.9890872565386872,0.269
1.8796864443464256,1.9791796365651109,0.259
1.881541824380202,1.9882794692731844,0.267
1.865886569749303,1.919117349620716,0.309
1.6896791060361882,1.7525248751364866,0.364
1.6311234393936722,1.8259997396809455,0.368
1.6291605898244728,1.8361494742707352,0.369
1.6148227620630529,1.7476345060452299,0.368
1.6241344881449729,1.7561669051139108,0.363
1.6244014891619336,1.7604089879499263,0.372
1.6152206952650885,1.7606057323249371,0.367
1.6073116489301715,1.8590772443637449,0.369
1.604254888722403,1.7242468034427234,0.37
1.607346675111493,1.7455794161024287,0.367
1.6047750342106688,1.7447053978222136,0.368
1.600670632889965,1.745483471293335,0.367
1.6086121386972025,1.7687811347830924,0.372
1.6078533531936543,1.7729019755480524,0.369
1.6084263550824256,1.7678156613379186,0.37
1.6152054385415284,1.755791738910007,0.362
1.616767624895972,1.7272857273082547,0.374
1.608207338116005,1.7253555986974005,0.37
1.606262237085164,1.72858373948469,0.371
1.6025099777708611,1.7442567612988147,0.371
1.6046779104560154,1.8144244869354678,0.374
1.6408969595093652,1.7513809337178632,0.367
1.6221085212278592,1.8158674609042929,0.378
1.6071438294981852,1.816220242388188,0.372
1.6054604567275583,1.8195377530730168,0.362
1.6064298181039736,1.8029081807175538,0.371
1.604087014511502,1.9217747881235774,0.375
1.6126683495737129,1.7497465328914412,0.363
1.605732974022176,1.8052689731916307,0.372
1.6046036436262514,1.7305006099769764,0.368
1.6025177896743688,1.778690883779492,0.372
1.606789103056431,1.738251886119524,0.368
