train_loss,test_loss,test_acc
1.9738290897206754,1.5041377288091162,0.749
1.321001143419224,0.90363250988131,0.826
0.9496695570178951,0.643800049454431,0.863
0.7690706568070947,0.5254143066050525,0.872
0.6689294248600347,0.463463406067465,0.882
0.5975200368431285,0.4223799223881079,0.889
0.5423971118163147,0.39225917993848053,0.894
0.5171167892490843,0.37322492746401936,0.895
0.48935620761291715,0.35668601558566304,0.897
0.45953858070524095,0.34346731249210766,0.9
0.4455738289308435,0.33195588104903206,0.904
0.42044532098291065,0.3230635957901475,0.906
0.4054287989921659,0.31621801942752886,0.906
0.3974200398618823,0.30957527761584797,0.91
0.37807415432539615,0.30444202344489585,0.906
0.368473771438078,0.29785333580343054,0.911
0.3652742347476876,0.2911769190439862,0.919
0.34896130028420724,0.28570653228014586,0.915
0.3420084522476011,0.28492868358575973,0.912
0.33434317809077146,0.27697733504595945,0.917
0.3254438372682098,0.27176616627840317,0.919
0.31814862751840656,0.26926605244287494,0.921
0.3028469132738639,0.266019011571012,0.92
0.3044203528509277,0.2617217031570246,0.922
0.2929742221866334,0.25728592477318024,0.925
0.29750449566731435,0.2547811371297556,0.923
0.2929097487118844,0.25125985034756887,0.924
0.28787560351702435,0.24810080140364943,0.924
0.28164095681912615,0.24717351366874696,0.926
0.2705438639181275,0.24161969126613936,0.927
0.26588746340166614,0.24010403517046636,0.925
0.2603872391462447,0.2364274105571432,0.928
0.25456080436935863,0.23742433035093777,0.926
0.2498955363556032,0.2323490977585223,0.926
0.2534424514255481,0.22864529494623043,0.926
0.24367794348424052,0.2300549675389816,0.929
0.24001870345427626,0.2230832902681368,0.929
0.23677531662733167,0.22295543363945067,0.928
0.23804167369297738,0.22182111031673665,0.93
0.23863153342581397,0.21639931059236894,0.93
