train_loss,test_loss,test_acc
0.4190954346729833,0.22813187266187313,0.926
0.1937278095640824,0.2438889504076949,0.924
0.15227114039925008,0.22890704755291902,0.934
0.12671954792458306,0.18940960736093534,0.955
0.0983903850897969,0.23779450982190578,0.948
0.08317201929270943,0.20367101091502912,0.946
0.08143969709324575,0.23940435833064316,0.939
0.08295956938918395,0.2654090845531935,0.944
0.11645702432475773,0.21494753628641516,0.949
0.0961541420433431,0.31088401834327073,0.942
0.07003205266673698,0.2468978139112468,0.949
0.07306160435143289,0.22800387645682996,0.951
0.07090121547213599,0.35438421210205084,0.943
0.06834569367670953,0.2520730398708549,0.954
0.033855863127843874,0.30161852997181393,0.957
0.04420881611983355,0.32028478610209743,0.959
0.08297632195334984,0.39608145532242994,0.95
0.05440943065518265,0.3059824471446725,0.954
0.06676159886245282,0.3663989574055693,0.955
0.04160531968078981,0.3309955079926818,0.959
0.05481818123324833,0.3846938568073277,0.949
0.042670554709621576,0.30587041074437205,0.957
0.045125685601650666,0.36019040283091097,0.953
0.023059690233093285,0.36045848275604764,0.957
0.03460026093267315,0.3877126342558899,0.955
0.05193648879948199,0.42503996037667674,0.951
0.08236692746040887,0.5135727190538539,0.936
0.05818969549938038,0.3090093280739099,0.949
0.0669997797250014,0.7303367415063916,0.942
0.12307922136855742,0.5183912532580504,0.949
0.051674188964834875,0.4059282664428491,0.955
0.033647229834480215,0.42823486167760194,0.956
0.038066792885553986,0.40463170127079634,0.963
0.054066526578165665,0.4257941333485521,0.953
0.02222264332419494,0.5019627769954446,0.955
0.03569598178733831,0.45696620850122033,0.948
0.043037698648714484,0.5735736742575368,0.95
0.06401470163704319,0.44712160037792986,0.953
0.04677837221323776,0.46988904513354407,0.96
0.032312136895711545,0.4953846752556535,0.953
