train_loss,test_loss,test_acc
2.1894469694505063,1.9045392937219787,0.526
1.833786427892831,1.433248644952747,0.72
1.5808176924342205,1.1757235559126147,0.768
1.4419208069770424,1.0312691248107357,0.787
1.3322678193192432,0.8773849531328187,0.848
1.2387312507515522,0.7603641867036046,0.861
1.1730245972771176,0.682233437827751,0.883
1.145857680476897,0.6425982278683918,0.89
1.1079247237109073,0.598512795620441,0.889
1.0807986964650145,0.575544766557534,0.898
1.0239860628335657,0.5363026614624831,0.902
1.0252346043459517,0.5230653707524163,0.902
1.0001278766279613,0.49781941258312973,0.903
0.9794678165383135,0.48734494969397757,0.909
0.9775342875987967,0.4771358865250297,0.912
0.9753488533145586,0.46800614987724615,0.913
0.9392294046428489,0.4469853827990098,0.913
0.9370433490304324,0.441570352795037,0.913
0.9332098799650119,0.4305951123278048,0.919
0.9312874436240361,0.41912872591342043,0.922
0.9280835634466477,0.41575746085238685,0.921
0.8932213436750006,0.40241616487222787,0.922
0.8809873163125456,0.39465725256757805,0.921
0.906130723249147,0.3935929224592736,0.923
0.8776917031354358,0.38559754302862354,0.923
0.8812083991734897,0.3820167008900077,0.925
0.894095193883891,0.37891755247913345,0.923
0.8788879672954186,0.37384029753450154,0.923
0.8605955152079086,0.3676174618773522,0.923
0.8613177423933194,0.3603585392902849,0.924
0.8548893733087832,0.357174347032928,0.927
0.8573253396434847,0.3541619153578916,0.927
0.8269060112452391,0.34588738023081383,0.927
0.8473811811437022,0.34594850346423084,0.924
0.8133017760645214,0.34106186929929444,0.925
0.860821403971324,0.3390918801083593,0.926
0.8371355165451325,0.33323328156008897,0.926
0.8426179466373478,0.3299525017601706,0.927
0.837366299902422,0.3270087511372298,0.929
0.8266994263843618,0.32597294010673317,0.928
