train_loss,test_loss,test_acc
1.9342358987556405,1.4345515158696747,0.735
1.2790529720217017,0.8799112807858033,0.822
0.9407604888718972,0.6451722247303571,0.853
0.7615196464032193,0.5310845947641117,0.873
0.6625334575713787,0.4694482920163076,0.887
0.5943097553675101,0.4303246421039901,0.887
0.5509464573023937,0.40483273920880714,0.893
0.5132427649085634,0.38218606936835575,0.895
0.4844673824514541,0.36650148119163684,0.9
0.4567867326999581,0.35316545729586946,0.903
0.444541161782273,0.34105521759980145,0.901
0.42046248010403664,0.3342969383592724,0.904
0.4121388201068171,0.3212491497141564,0.909
0.400746513256698,0.3166894690607215,0.91
0.3784099358887492,0.3088821646060153,0.914
0.3697434327638947,0.30507403412926104,0.914
0.35589163665125906,0.29940666435347624,0.914
0.349379868280981,0.2931299503257877,0.917
0.33970290419530313,0.28634754727401107,0.918
0.3348573222898646,0.282085496616169,0.921
0.32920035249448204,0.2777181430988254,0.922
0.322556432853326,0.2742716832477038,0.917
0.3073687488508286,0.26907110383748684,0.922
0.303669540298559,0.2640158263593712,0.922
0.293808807461143,0.26089053130719053,0.922
0.2936217739732648,0.26018122942289607,0.924
0.2888487408702529,0.25539452150932695,0.924
0.27764227649629136,0.2519956764156405,0.923
0.27688847786393306,0.25025853488975547,0.925
0.2734820627367936,0.2471962266176375,0.926
0.266019477785993,0.24446613006464585,0.928
0.2616694963042091,0.24467226455002888,0.928
0.25639596008125093,0.23886492022649064,0.929
0.2546410291909262,0.23611245129485478,0.929
0.24940667330581395,0.23302223319424223,0.929
0.24492895241044368,0.22864873953130826,0.932
0.2382044072044598,0.22849210796784145,0.932
0.23671526541681534,0.2250222438413349,0.933
0.23404568254132457,0.2269633401002571,0.933
0.23081449392593079,0.22608084705814496,0.931
