train_loss,test_loss,test_acc
1.8798249363937252,1.393104704069468,0.718
1.1391192148776366,0.8197303062907396,0.836
0.784039299972696,0.5960909890255299,0.868
0.6247784251645417,0.4929962199616456,0.877
0.5422843257504022,0.43888618916299144,0.884
0.49508431089537475,0.4025328743094091,0.889
0.4535178873699019,0.38096627723892196,0.891
0.42890438021981464,0.3639901001188921,0.892
0.40784138265707043,0.3509780749008013,0.902
0.3890962683786815,0.3391833374845517,0.898
0.37598324992534543,0.3298021312226262,0.905
0.3604741661446182,0.3233955058221514,0.909
0.34771157964098187,0.3157900761209549,0.91
0.3340125766554447,0.3071541529031947,0.913
0.3261486245099333,0.30260193456283424,0.913
0.3135030900632183,0.2962591412403698,0.914
0.3086692900712476,0.29366782963591787,0.914
0.2938369817913911,0.28808642205748153,0.918
0.29221164497002483,0.28054371206066137,0.921
0.2855175918782604,0.27876431161489085,0.92
0.28042777934137186,0.27685014165684524,0.918
0.2684660950544763,0.2685666208065798,0.926
0.26551874091739625,0.26584357074239867,0.925
0.2591092344097945,0.262213493535199,0.926
0.25614745141347117,0.25879893760499406,0.928
0.2463055055034438,0.25690924291351486,0.925
0.24395328330395533,0.2503052777533664,0.926
0.24107304935661433,0.24996552031223407,0.927
0.23320272142128073,0.24695739022181243,0.927
0.22750377268145586,0.24369670627665158,0.929
0.22828086519707838,0.24150253364959473,0.929
0.22146667516135946,0.23815864682198296,0.928
0.21844852420994892,0.23467111293974668,0.93
0.2119104598718926,0.23374115640776594,0.928
0.2128397516008878,0.23199393489779138,0.928
0.20334820776526136,0.22872181825658247,0.929
0.2034472175533839,0.22445255371386927,0.929
0.19812900556411694,0.22185858201720962,0.931
0.1932376130009799,0.22351643818334024,0.929
0.18907541080970797,0.21854137082217603,0.93
