train_loss,test_loss,test_acc
1.8712203677431698,1.4161498307552407,0.729
1.083532000750568,0.7994610997481372,0.848
0.6986758647370435,0.5686926325025886,0.872
0.5414430034210438,0.4704886873068165,0.89
0.4610680425237684,0.4144059657826909,0.897
0.4120731746315478,0.383250875225321,0.899
0.37843221081710415,0.3612711785614808,0.905
0.35416050812612104,0.34742018918983314,0.909
0.3343145806244935,0.33185414233826177,0.906
0.31853032788213653,0.3208150605841542,0.906
0.30581064769594707,0.3153359987713283,0.912
0.2932008807254289,0.3038310538371318,0.917
0.2837606425829886,0.2964175843492978,0.916
0.2743217610406165,0.29374396607909475,0.917
0.2661696233756275,0.28591962599920706,0.922
0.2583731458929487,0.2817539860876924,0.923
0.250591659906107,0.27642763630212197,0.925
0.24412891281739985,0.27261473925690966,0.921
0.23746055417619819,0.27392763391499664,0.922
0.2323897434289115,0.2656133313408838,0.924
0.22569822573387208,0.2608357128621581,0.926
0.22096709718534344,0.25783321208290516,0.927
0.21611441970539835,0.25884608128576414,0.924
0.21051517614740808,0.25052295991981827,0.932
0.20556327458144097,0.25271925345149626,0.924
0.2009919176812292,0.24568939235686785,0.925
0.19680148366578412,0.24414722663601227,0.927
0.19337080770927007,0.2416936881673749,0.926
0.18881443430755954,0.23792147736573388,0.93
0.18435311817876956,0.23415571756791564,0.929
0.18099951916487825,0.23640429684945902,0.925
0.17769288726132668,0.23308270824482705,0.931
0.17425757491275368,0.2343954651880559,0.93
0.1706109085442357,0.22893081101218019,0.928
0.16666756641543942,0.22866672727785056,0.93
0.1638326420009989,0.22325702586604548,0.931
0.1604791095754661,0.22107793692593183,0.936
0.15726546104489542,0.22079413602585288,0.934
0.15525750231628965,0.2163937061542318,0.935
0.15107402616993887,0.21965067639862168,0.934
