train_loss,test_loss,test_acc
1.8511554798408427,1.3604815021853554,0.751
1.0162654736899446,0.7782219002051645,0.855
0.6657092073780718,0.573215773609882,0.875
0.5244689752050036,0.4800549498623178,0.894
0.4517487614131814,0.4292752944216063,0.899
0.40664617348457843,0.39740582092939175,0.894
0.37586320228197856,0.3783942447727107,0.898
0.35325223934815664,0.3590379955038479,0.897
0.33458097622291694,0.34590378990022574,0.902
0.3187359181993052,0.34182694002086816,0.9
0.3063073562061441,0.3295392833501377,0.907
0.29460560005986275,0.3167236274370013,0.906
0.28462842613059197,0.3103212154191999,0.906
0.2758046468586379,0.30920579660293757,0.913
0.26853438762062165,0.2987087154932676,0.912
0.26045124250794816,0.2950753524203824,0.914
0.2530735488829653,0.2891284255127933,0.915
0.24692658616877414,0.2888384133933943,0.912
0.2403946780529771,0.28257312765869563,0.917
0.2356194235297448,0.27800800012469357,0.92
0.22950383147016468,0.272362921826271,0.922
0.22423314492125113,0.27185633363174605,0.923
0.21945080187640528,0.26591873504466934,0.926
0.21428042184738658,0.2637202371111639,0.923
0.21013418693223757,0.26064694111702824,0.928
0.2046034783649677,0.2590872962923494,0.926
0.20084362556857918,0.25823654227168646,0.928
0.19673797349212618,0.2524405475712008,0.927
0.19238451594673897,0.2567746302282461,0.925
0.18907240540186282,0.245492489498686,0.928
0.1844100932057075,0.24551055484813353,0.929
0.18069483807680772,0.24598354974156522,0.931
0.17677812009433255,0.2428594815410504,0.932
0.1739846824558944,0.2387649942392303,0.93
0.17066472417853623,0.2393937284462938,0.93
0.16718431768402459,0.23568478023426945,0.933
0.16416605907219775,0.2339474440091884,0.932
0.1606456404372315,0.22968612749734577,0.934
0.15775615058786063,0.2328568206777833,0.93
0.15473901393110884,0.22660278616972462,0.936
