train_loss,test_loss,test_acc
0.4228655035292056,0.2542852086454856,0.922
0.19516555605667685,0.1714053236020706,0.944
0.15128643060882133,0.30864012646575084,0.921
0.11631859692068929,0.23560821927187295,0.937
0.0970185840475998,0.18851928175336002,0.939
0.10815032972061812,0.22683354402935596,0.949
0.06497325164775776,0.2582251044458264,0.939
0.06038061962223631,0.3000576605838334,0.942
0.10606332580172238,0.2469054575793869,0.944
0.08188922027463065,0.26907467067649754,0.947
0.06967437688838014,0.2643490554059887,0.946
0.05915394299165428,0.3401349207997961,0.94
0.07041392645647025,0.31487854165346374,0.942
0.07199813479811573,0.3687701973124275,0.947
0.09782123847049917,0.29610676466657265,0.955
0.050509621555752685,0.36293987818840967,0.951
0.07346794663843446,0.40506683621092,0.946
0.10365358097996669,0.3418618454233581,0.947
0.03617694817801017,0.2695629543976916,0.954
0.06347961069701219,0.36223363661448904,0.946
0.0526035466810239,0.3696916846216163,0.943
0.06326883431351235,0.3447623519325348,0.953
0.04635088021257254,0.5140506964375824,0.938
0.023435973295790207,0.3931354118342301,0.949
0.01582110012635107,0.27185368256382086,0.961
0.00944836743868627,0.35162762118139157,0.956
0.08750313945340037,0.39371765126518454,0.946
0.0719964850308944,0.4590559632806585,0.947
0.043977640218430106,0.3601126732740852,0.952
0.10826446410895962,0.4457189536051943,0.938
0.047941979394852785,0.340822013360686,0.951
0.021075682446602143,0.3686623257123538,0.954
0.02380601323622016,0.4339559689320036,0.945
0.014019227287070347,0.5206422478989601,0.943
0.03671654716403171,0.4464704571304853,0.943
0.04787114218804553,0.4966665896050562,0.947
0.07166332633299569,0.44715857450763924,0.953
0.05889633470619384,0.6551117088902001,0.938
0.07406762905206145,0.5809522526507257,0.943
0.041818975838768625,0.657683591482838,0.949
