train_loss,test_loss,test_acc
0.5590022186436108,0.26127099674080173,0.917
0.31716003182329733,0.27145604779662424,0.921
0.2813589248757998,0.23850052189587245,0.94
0.2757170803711466,0.18862576071053333,0.947
0.2482218947571743,0.21492785929566546,0.943
0.2417130428910417,0.2251051210496422,0.94
0.2093640783085653,0.21174450906171413,0.948
0.20770098848436389,0.2514285382415681,0.945
0.20736948390318974,0.26272817403889503,0.938
0.23179240286161368,0.28056939742810355,0.941
0.1909123104656637,0.2180119342156554,0.946
0.19601251931577673,0.2174352861597201,0.952
0.18090150797849816,0.18660981909202815,0.95
0.18619165133469845,0.2293976625310307,0.953
0.19820550729423242,0.21818474054623024,0.946
0.1805606930797853,0.22780227957568036,0.95
0.17534374036202854,0.24428350748156594,0.948
0.15145368622072714,0.25837102369659376,0.946
0.16686021407806198,0.31947895067905546,0.95
0.1602186609885012,0.3142238344162623,0.953
0.1757709172786388,0.27777998879044596,0.948
0.2167504161066707,0.25641871043498154,0.946
0.15400311764751787,0.3164191559397565,0.945
0.16796403182941397,0.29997252398970553,0.941
0.1720107035147989,0.3189180468091538,0.947
0.14383388060919203,0.3598006958815076,0.948
0.1456029802038418,0.3693955836549856,0.94
0.15970966834166658,0.32692487186068225,0.951
0.16016280929851712,0.39494029600025926,0.949
0.14975020333622288,0.29086929396612804,0.96
0.12515919831097383,0.3243359142094113,0.951
0.15892442347118704,0.27121334297475935,0.951
0.11817871039688395,0.3260320952954082,0.951
0.15691914150891437,0.32709826614277865,0.949
0.17472926007359305,0.42618397413164194,0.947
0.16249190822153484,0.48378089046591677,0.949
0.15019089654802625,0.3488663376058362,0.949
0.1816195251181073,0.3125846980061349,0.945
0.1871755378253823,0.41102837887706434,0.953
0.1503104862210596,0.31342310359414643,0.951
