train_loss,test_loss,test_acc
1.9440545712955881,1.581414577016782,0.668
1.2617914876085528,1.0204477157775236,0.777
0.9180116001715641,0.8135464585316314,0.804
0.7701749127006257,0.7143218518125832,0.813
0.6877796111611119,0.6587778912808093,0.817
0.6335542319008441,0.6176530347458954,0.82
0.5957202368596864,0.5905383840302436,0.82
0.5666017016659521,0.5718104322248375,0.821
0.5445540468257618,0.5535276744371771,0.829
0.5270740943330435,0.5397111634055602,0.831
0.5116402571217421,0.5315176636267483,0.827
0.49927157841176356,0.5171789670046892,0.834
0.48778420333826084,0.5125938949156604,0.833
0.47706088992660894,0.5039515477402142,0.834
0.46909846860826054,0.4978969127037462,0.837
0.46150164053597503,0.4918080527014257,0.835
0.4536917374143566,0.48894545274257045,0.841
0.4471725953334835,0.4834744467602391,0.84
0.44090393525797916,0.48262270063979784,0.837
0.4329553487502416,0.40569475415528905,0.903
0.2935832200182674,0.30794883461369477,0.918
0.26593373023478967,0.3005178232916082,0.915
0.25461394858826997,0.2920280620133332,0.917
0.24646905524499355,0.28187071679435544,0.92
0.23761388005352235,0.280659188179881,0.918
0.2316017221170212,0.27087398138752056,0.924
0.2249828081262481,0.27102874100286417,0.924
0.2194895048342162,0.2678228522481937,0.926
0.21420976706678668,0.26037932306868783,0.926
0.2092318925309554,0.26009984680913756,0.927
0.2047990808998343,0.2567989694056299,0.926
0.19985171194126122,0.25627215285929356,0.927
0.19573558203127084,0.2543789220424961,0.929
0.19113289787464327,0.24745103766826126,0.928
0.187124833613711,0.2473070011453951,0.93
0.18287783737554053,0.24894481326229598,0.928
0.1791999701080757,0.2413346340357725,0.931
0.17517480973892866,0.2385155556091107,0.934
0.17174285578816495,0.24037768204158744,0.93
0.16852958420457304,0.23433012065431597,0.936
